frame,energy_per_atom,REF_energy_per_atom,volume,lattice
264,,-697.619000598,299.975562766,7.463077 0.342601 0 -3.282377 5.832451 0 0 0 6.71799
265,,-697.59721338,325.432948641,6.910234 0.99909 0 -1.003426 6.923873 0 0 0 6.662142
266,,-697.571829854,205.338697903,6.698578 0 0 0 6.698578 0 -3.349289 -3.349289 4.576206
267,,-697.544709431,189.720145147,6.286686 -0.346255 -0.609545 -1.588521 5.461015 0.065571 -2.702803 -1.952026 5.91271
268,,-697.590506201,368.514519774,3.300694 0 0 0 11.354274 0 0 -5.677137 9.833089
269,,-697.58332335,264.254476652,3.506315 0 0 0 8.475805 0 0 0 8.891816
270,,-697.552395652,251.274651461,4.072608 0 0 0 7.321847 0 0 0 8.426659
271,,-697.633169168,561.90835003,9.259474 0 0 0 9.259474 0 -4.629737 -4.629737 6.553795
272,,-697.549272296,292.035243656,5.711612 0 0 -2.855806 4.946401 0 0 0 10.336827
273,,-697.394870763,348.676159035,5.53955 0.251386 0 -0.624076 6.006301 0 0 0 10.430322
274,,-697.379849448,195.799840166,3.309865 -0.076081 0.028192 -0.707643 5.912508 0.279412 -0.515344 -0.395767 10.008784
275,,-697.552267835,503.224803171,6.47993 0 0 -3.239965 8.485521 0 0 0 9.151941
276,,-697.641473013,277.076323876,6.360523 -1.07022 -0.856479 1.392096 7.005491 1.412847 1.392096 2.913929 6.525493
277,,-697.618317679,600.230786969,6.594326 0 0 0 10.252 0 0 -5.126 8.878493
278,,-697.597467364,396.172834994,4.856527 0 0.731068 2.428263 6.182122 0.365534 2.893974 0 13.631001
279,,-697.492077122,272.11482814,3.412109 0 0 0 9.596201 0 0 -4.798101 8.310554
280,,-697.595491034,211.070046337,3.334492 0 0 0 6.724153 0 0 0 9.413678
281,,-697.559985428,259.176285342,6.503003 -0.388166 -0.8238 -3.013068 5.940718 -0.304512 -1.415498 -2.885451 7.451286
282,,-697.542437673,193.639303771,5.533555 0 0 -2.766778 4.792199 0 0 0 7.302212
283,,-697.594098344,265.384299554,3.362532 -0.25403 0 -1.642917 6.584439 0 0 0 12.216722
284,,-697.529035227,268.084250434,7.213033 0 0 3.606516 6.102304 -0.408085 3.606516 1.09278 6.017514
285,,-697.435129263,568.956866046,5.887216 0 0 -2.943608 5.098479 0 0 0 18.955216
286,,-697.547566801,362.126622887,6.526491 0 0 3.263245 7.679782 0.670892 3.263245 2.124544 7.410496
287,,-697.603374377,455.967622021,8.220561 0.536373 0.433001 2.713673 7.778258 0.433001 2.713673 2.063537 7.51203
288,,-697.535126204,479.153740931,9.000636 0.780386 0 0.469714 9.022185 0 -4.735175 -4.901286 5.927271
289,,-697.565305798,611.843779257,6.420724 0 0 3.210362 9.853455 0.459948 3.210362 1.54205 9.742906
290,,-697.598548023,412.853577389,8.122677 -0.760916 5e-06 -1.203769 8.068941 5e-06 -3.459458 -3.654018 6.388402
291,,-697.072943821,307.822832492,4.416104 0 0 0 4.416104 0 0 0 15.784188
292,,-697.524440395,396.472318352,8.235869 -0.050578 -0.072573 -4.044486 7.174554 0.072573 -4.044485 -2.415418 6.756127
293,,-697.53933515,192.03471018,5.623155 -0.40484 0 -2.129219 5.220172 0 0 0 6.739989
294,,-697.602953536,241.800247302,3.307928 0 0 0 9.235599 -1.272095 0 -3.926577 8.455561
295,,-697.609371067,526.453964115,5.92152 0 0 2.96076 9.439232 0.214342 2.96076 0.478176 9.429549
296,,-697.459320389,183.809521635,4.207143 0 0 -2.103572 3.643493 0 0 0 11.991204
297,,-697.506034579,206.147978385,5.983324 -0.003672 -0.004378 -0.891305 5.916567 -0.004378 -0.891305 -1.034991 5.825339
298,,-697.627785493,541.239491589,6.604173 0 0 -3.302087 8.854048 0 0 0 9.256124
299,,-697.622624054,207.231256225,3.387801 -0.056298 -0.066738 0.09512 6.24338 -0.718188 0.83352 1.159849 9.644026
300,,-697.609767074,449.5509334,8.806561 0 -0.941222 0 6.468161 0 -3.444643 0 8.260239
301,,-697.529967472,213.127046547,5.479317 0 0 -2.739658 4.745227 0 0 0 8.197004
302,,-697.173636896,503.163035018,5.598453 0 0 -2.799227 4.848403 0 0 0 18.537108
303,,-697.499767795,582.544877403,6.297593 0 0 3.148796 9.707002 0.445727 3.148796 1.511791 9.598909
304,,-697.587006503,395.077275193,7.135075 -1e-06 -3e-06 -2.378357 7.996068 1e-06 -2.378357 -3.998033 6.924798
305,,-697.598878499,463.279964337,8.261815 0.534767 0.431704 2.72315 7.818441 0.431704 2.72315 2.070743 7.551584
306,,-697.574737945,362.662271417,6.557529 0 0 0 7.049268 -0.356593 0 -2.309422 7.962279
307,,-697.62090169,276.626364405,4.475482 0.494431 -0.061739 2.112185 7.098156 0.937236 1.903134 1.270318 9.12676
308,,-697.305082208,217.759944013,6.30368 -0.461393 -0.369245 0.50247 6.254947 1.042689 0.50247 2.38827 5.874328
309,,-697.543382538,269.711260476,6.41759 -0.589821 -0.496559 0.74128 6.401863 -0.496559 0.74128 0.60182 6.392827
310,,-697.527004073,267.585849659,4.090468 0.057392 -0.268762 -1.918298 5.925966 0.448743 -0.899797 -1.337936 10.976397
311,,-697.665716069,300.634806894,6.640192 -0.679811 -0.57232 0.698945 6.638205 -0.57232 0.698945 0.567449 6.638624
312,,-697.603954878,333.630592187,7.288426 0 0 0 7.288426 0 -3.644213 -3.644213 6.28056
313,,-697.618331363,409.011880795,3.361727 0 0 0 9.260228 0 0 0 13.138682
314,,-697.540795223,199.067290373,6.36202 0.564491 0 -2.055213 6.047317 0 -2.153403 -3.305904 5.022728
315,,-697.617373215,271.860347702,6.483552 -0.330356 -0.035999 0.345411 6.60915 0.243714 2.853647 1.537545 6.374039
316,,-697.563028639,559.959727266,8.584197 0.099705 0.07991 2.485653 8.217049 0.07991 2.485653 1.867466 8.002428
317,,-697.497901088,239.562227503,5.557124 0 0 -2.778562 4.812611 0 0 0 8.957514
318,,-697.573095135,325.937001912,7.303137 0 0 0 7.303137 0 -3.651569 -3.651569 6.111035
319,,-697.650516197,280.717369404,6.499421 -0.618322 -0.520554 0.7302 6.487805 -0.520554 0.7302 0.592824 6.4816
320,,-697.596104107,262.989350496,6.350981 3e-06 0 -3.175493 6.287277 0 0 0 6.586196
321,,-697.579368741,279.215958757,6.482147 -0.300689 -0.154746 0.396747 6.620737 -0.066105 2.70926 1.194249 6.412043
322,,-697.540323797,203.250904217,6.019829 -0.08078 0.488653 2.203005 5.602824 0.488653 1.635279 1.098171 6.188898
323,,-697.334637618,336.535670488,4.689003 0 0.508291 2.344502 5.758204 0.254146 2.675074 0 12.754155
324,,-697.557846055,210.167479401,4.038536 0 0 0 7.213316 0 0 0 7.214506
325,,-697.627983861,280.665410941,6.515116 -0.543785 -0.457802 0.806372 6.48785 -0.457802 0.806372 0.654666 6.47095
326,,-697.479151138,247.621024398,6.270293 -0.430751 -0.362641 0.866694 6.225027 -0.362641 0.866694 0.70364 6.195753
327,,-697.599560275,273.267561975,3.338525 0 0 0 9.04361 -0.256712 0 0.256712 9.04361
328,,-697.61671015,273.029066016,6.468358 -0.338996 -0.071537 0.330697 6.674131 0.138008 2.794511 1.423671 6.310366
329,,-697.671783158,228.087762808,4.64975 0 0 -2.324875 4.026802 0 0 0 12.181818
330,,-697.574104853,380.422968111,4.807883 0 0.680614 2.403942 6.070764 0.340307 2.855446 0 13.437976
331,,-697.665486,365.574008675,6.716829 2e-06 2e-06 3.358413 7.377438 1e-06 3.358413 0 7.377438
332,,-697.608606402,529.30003464,5.863715 0 0 2.931857 9.513466 0.257854 2.931857 0.523747 9.502537
333,,-697.59667175,204.689860154,6.367359 -0.246054 -0.349961 -1.847931 6.098274 -0.349961 -1.847931 -2.392891 5.620097
334,,-697.616204943,271.748055924,6.466597 -0.338907 -0.067655 0.331232 6.638127 0.16752 2.798283 1.452362 6.325895
335,,-697.63591461,553.130407868,6.636515 0 0 -3.318258 8.998254 0 0 0 9.262521
336,,-697.548408862,192.75059068,3.250295 0 0 0 6.477343 0 0 0 9.155373
337,,-697.627329979,271.65299324,6.444519 -0.538351 -0.453227 0.797185 6.417643 -0.453227 0.797185 0.647207 6.40099
338,,-697.609584589,405.535099138,4.654701 0.804656 0 -0.695222 4.6723 0 0 0 18.179256
339,,-697.491101125,183.269156683,3.962555 0 0 -1.981277 3.431673 0 0 0 13.477464
340,,-697.524530936,253.433914788,6.236468 3e-06 0 -3.118236 6.134327 0 0 0 6.62459
341,,-697.501553771,235.336357465,5.500623 0 0 -2.750312 4.763679 0 0 0 8.981206
342,,-697.57953264,260.248805817,6.317447 3e-06 0 -3.158726 6.243577 0 0 0 6.598019
343,,-697.596685144,204.612571714,6.36364 -0.243095 -0.345752 -1.844128 6.095425 -0.345752 -1.844128 -2.387966 5.61884
344,,-697.539289631,196.969942291,6.147982 0 0 -3.073991 5.324309 0 0 0 6.017334
345,,-697.616025515,268.428779827,3.288548 -0.608601 0 -2.12562 7.077787 0 0 0 12.211306
346,,-697.576919806,203.926254917,6.297013 -0.181329 -0.257903 -1.767523 6.046579 -0.257903 -1.767523 -2.288771 5.602602
347,,-697.554886293,260.439371551,6.479122 -0.3392 -0.673406 -2.898662 5.896485 -0.2317 -1.245582 -2.7854 7.391069
348,,-697.666272173,373.767976451,6.842782 2e-06 2e-06 3.421389 7.390686 1e-06 3.421389 0 7.390686
349,,-697.659213359,213.87258834,4.431215 0 0 -2.215607 3.837545 0 0 0 12.577051
350,,-697.472348179,190.593638537,5.953853 0.2904 0.247806 1.396603 5.795015 0.247806 1.396603 1.156242 5.6839
351,,-697.465636619,214.276279557,5.346138 0 0 0 5.346138 0 0 0 7.497108
352,,-697.613688683,276.127710829,7.04154 -0.526434 -0.947106 -3.476357 6.078713 -0.379976 -1.469687 -2.948853 7.382394
353,,-697.613460563,268.389202353,3.360334 0 0 0 6.51436 0 0 0 12.260575
354,,-697.632597726,274.227724527,6.438203 -1.385164 -1.108523 1.052752 6.890831 1.311405 1.052752 2.789823 6.435855
355,,-697.619367431,601.124935217,6.603468 0 0 0 10.252529 0 0 -5.126265 8.878951
356,,-697.60030621,411.11633572,8.101268 -0.757648 5e-06 -1.199337 8.047743 5e-06 -3.450971 -3.645052 6.394886
357,,-697.573065998,209.95121834,6.078169 0.113428 0.096792 1.245945 5.950178 0.096792 1.245945 1.031513 5.860885
358,,-697.616894867,273.31723318,6.928543 -0.439061 0.42772 1.62989 6.820156 -0.669845 3.272701 -1.448438 6.037887
359,,-697.615995297,272.57727396,6.479643 -0.343446 -0.063639 0.328207 6.641528 0.195666 2.808879 1.484418 6.33854
360,,-697.574020719,450.034334025,7.911935 -0.181596 -0.185537 -0.974756 7.853759 -0.185537 -0.554677 -0.613445 7.292808
361,,-697.640553715,422.531457375,5.672818 -0.816544 0 -1.208 5.60253 0 0 0 13.720448
362,,-697.553459037,213.568977289,3.315823 0 0 0 8.623987 0 0 -4.311994 7.468592
363,,-697.407025592,213.007992625,5.899677 0 0 0 5.899677 0 -2.949838 -2.949838 6.119831
364,,-697.403766502,233.197938115,3.27214 0 0 0 7.00479 0 0 0 10.17414
365,,-697.558828891,188.14157304,6.199305 -2.087022 0 -2.275886 6.132487 0 0 0 5.655445
366,,-697.641711942,403.680517908,6.308128 -1e-06 0 3.154065 5.98673 -0.294892 3.154064 1.258356 10.627275
367,,-697.625859528,202.061190195,4.817525 -0.042091 0 2.467572 6.822427 0 2.408762 -0.021046 6.128438
368,,-697.607088277,267.092126446,3.272058 2e-06 0 1.636026 6.386806 0.946352 1.636027 4.490058 13.446058
369,,-697.499363099,199.352536124,6.039711 0 0 -3.019856 5.230544 0 0 0 6.310427
370,,-697.592899868,397.872469633,5.387517 0 0 -2.693759 6.280999 0 0 0 11.757812
371,,-697.564557022,458.017286739,6.227663 0 0 0 9.215376 0 0 -4.607688 7.98075
372,,-697.548965181,258.258523159,6.948359 -1e-06 3e-06 0 6.097344 0.526958 -3.474182 -0.826176 6.024411
373,,-697.592582559,189.310348464,5.933778 0 0 2.966889 5.873349 0.231488 2.966889 2.040438 5.512389
374,,-697.524808271,427.838679194,5.735263 0 0 0 9.28107 0 0 -4.640535 8.037642
375,,-697.477476741,402.393727084,7.824781 0.459742 0.374121 2.440231 7.448747 0.374121 2.440231 1.880031 7.217291
376,,-697.551138432,418.519068289,7.752159 1.126086 1.067011 1.565343 7.675528 1.067011 1.565343 1.478674 7.606955
377,,-697.614730331,268.578252158,3.302827 0.24619 -0.096255 0.041837 6.567933 -0.492494 -0.599605 -1.557775 12.517603
378,,-697.536605033,570.072781261,8.946055 0 0 4.473027 7.747511 0 4.473027 2.582504 8.225012
379,,-697.572333081,653.694403632,6.559112 0 0 -3.279556 6.529798 0 0 0 15.262651
380,,-697.609151834,252.138400462,5.446224 0.178867 -0.41228 -0.203242 4.612821 -0.410754 -0.607206 -1.544042 10.208434
381,,-697.26565239,268.091529225,4.139085 0 0 0 5.514113 0 0 -2.757057 11.746354
382,,-697.51702752,197.289427982,3.499057 0 0 1.749529 7.540195 -0.778646 1.749529 -0.689137 7.548902
383,,-697.542010121,482.810269291,3.879412 0 0 0 11.14105 0 0 0 11.170805
384,,-697.613904545,202.102034624,4.834285 0.069462 0.318011 1.924657 6.058166 0.856613 0.486933 2.184167 7.227993
385,,-697.617008348,270.922368798,3.280551 2e-06 0 1.640273 6.386128 0.898962 1.640274 4.396024 13.550665
386,,-697.486285269,512.208385159,6.622222 0 0 0 8.794709 0 0 0 8.794709
387,,-697.516571997,373.239545269,4.640143 0 0 0 9.30509 0 0 0 8.644417
388,,-697.631849887,267.158175913,4.845119 0 0 0 6.431784 0 0 0 8.572995
389,,-697.62861958,278.630484183,3.314669 0.147447 0.008278 -0.240035 7.09968 0.476488 -0.240192 0.110909 11.829724
390,,-697.623503303,267.601440553,3.281521 0.163667 -0.274536 -0.134669 6.581208 -0.428888 -1.252171 -1.538533 12.581782
391,,-697.532971726,239.583023493,5.685431 0 0 0 6.975591 0 0 -3.487796 6.041039
392,,-697.306266769,479.872989724,8.488312 0 0 4.244156 7.351094 0 4.244156 2.450365 7.690472
393,,-697.502033616,268.418995814,6.045919 0 0 3.02296 5.235919 0 3.02296 1.745306 8.479261
394,,-697.588782563,591.280511431,6.480014 0 0 0 10.264635 0 0 -5.132317 8.889434
395,,-697.609578805,404.061017033,6.506698 0 0 0 6.506698 0 0 0 9.543895
396,,-697.585609606,387.556217762,6.59458 0 0 0 9.076951 0 0 0 6.47452
397,,-697.628538967,267.404370941,6.875819 0 0 -3.43791 5.954634 0 0 0 6.53114
398,,-697.365304206,228.372496593,6.949397 0.208341 0.149287 3.476145 6.021125 0.149287 3.476145 2.077065 5.653498
399,,-697.550198909,489.581252593,3.892372 0 0 0 11.199061 0 0 0 11.231269
400,,-697.523586101,334.940386357,8.720667 0 0 0 6.408444 0 -4.360333 -3.204222 5.993289
401,,-697.660696424,574.866527594,8.10568 -0.871888 0 -2.062123 7.887324 0 0 0 9.252017
402,,-697.614976774,270.937580755,3.280597 2e-06 0 1.640295 6.423337 0.866251 1.640296 4.264008 13.43252
403,,-697.62616071,205.943393797,4.668214 -0.084939 -0.17013 -2.253978 6.623102 -0.340625 -2.130423 -1.791246 6.897629
404,,-697.546613003,349.57227732,6.964185 0.036836 -0.26907 0.625477 6.936137 -0.26907 4.078203 3.746833 6.951132
405,,-697.62545521,267.525092163,6.873224 0 0 -3.436612 5.952387 0 0 0 6.539023
406,,-697.566035249,334.203284326,4.490868 -0.370105 0 -1.772568 6.458804 0 0 0 11.788642
407,,-697.500631109,362.938108533,6.411279 0 0 3.205639 7.606797 0.162509 3.205639 1.432135 7.472534
408,,-697.574480384,477.873637147,4.636021 0 0 0 9.533003 -1.483249 0 0.428447 10.746132
409,,-697.641818927,269.583424313,4.797693 0 0 0 6.452073 0 0 0 8.708863
410,,-697.596614425,268.331963023,5.20981 0 0 0 6.380019 0 0 0 8.072881
411,,-697.587856664,589.612907729,6.4727 0 0 0 10.255939 0 0 -5.12797 8.881904
412,,-697.544391927,267.112999064,4.508629 0.102103 0.149942 -0.187853 8.071448 -0.240389 -0.187853 -3.18109 7.422044
413,,-697.376972258,237.430622844,3.278118 0 0 0 7.249614 0 0 0 9.990731
414,,-697.563546711,277.236171756,6.960644 0 0 0 6.781643 0 0 -3.390821 5.873075
415,,-697.63932148,244.71755797,5.591026 0.200457 -0.590607 -0.208745 4.591503 -0.399133 -0.896712 -1.514074 9.74769
416,,-697.497739494,242.563343597,7.139568 0.269396 0.193036 3.620016 6.159666 0.193036 3.620016 2.16303 5.77062
417,,-697.611020175,265.408663837,6.894619 0 0 3.447309 5.970915 0 3.447309 1.990305 6.447093
418,,-697.624525422,275.140347897,3.343552 0 0 0 6.55235 0 0 0 12.558828
419,,-697.676297387,292.526807071,4.836902 0 0 0 6.527752 0 0 0 9.264772
420,,-697.58474673,199.946718648,4.370103 0 0.466318 2.185051 6.14311 0.233159 1.337106 0 7.590586
421,,-697.64305346,276.944436979,3.274483 0.121997 0.042586 -0.270531 7.176619 0.548893 -0.160433 0.204936 11.782609
422,,-697.615796497,270.309782731,3.279915 2e-06 0 1.639955 6.403043 0.852548 1.639956 4.228153 13.433983
423,,-697.598586238,391.297116011,6.49982 0 0 3.24991 7.85201 0.206691 3.24991 1.516696 7.706907
424,,-697.624510373,273.734039158,3.336289 0 0 0 6.546455 0 0 0 12.533113
425,,-697.640767009,245.13974808,5.619786 0.202375 -0.591721 -0.208707 4.592554 -0.402787 -0.889952 -1.515776 9.713356
426,,-697.552228079,261.478917982,3.265998 2e-06 0 1.632996 6.433618 0.88309 1.632997 4.092324 13.005879
427,,-697.631207609,246.324845537,5.514555 0.200463 -0.553869 -0.197037 4.595309 -0.384525 -0.852076 -1.503548 9.92019
428,,-697.622906455,199.764547397,5.914542 0.612252 -0.318146 2.330404 5.348297 -0.851003 0.238218 1.032701 6.457377
429,,-697.498081156,191.257781736,5.458175 0 0 -2.729087 4.726918 0 0 0 7.412993
430,,-697.522225624,370.732041026,7.298494 0.559331 0.528031 1.003733 7.250751 0.528031 1.003733 0.944233 7.208372
431,,-697.50375097,268.257657867,6.048508 0 0 3.024254 5.238162 0 3.024254 1.746054 8.46691
432,,-697.58811454,256.674637835,6.467785 0 0 0 6.331433 0.434441 0 -0.581416 6.228053
433,,-697.6024288,204.68041105,4.819507 0.049481 0.360282 1.900711 6.072127 0.893566 0.554054 2.239341 7.335409
434,,-697.541451448,210.325767902,5.504252 0 0 -2.752126 4.766822 0 0 0 8.016139
435,,-697.624468282,218.329759353,4.228315 -0.130215 0.013502 -1.992427 4.139241 -0.121957 -0.261782 -2.046178 12.719646
436,,-697.585779202,190.678112965,4.823338 0.004761 0 2.370366 6.710441 0 2.411669 0.00238 5.893232
437,,-697.55968648,332.928828378,4.626882 0.08808 0.082015 -0.159624 8.474716 -0.291562 -0.159624 0.312731 8.473962
438,,-697.670847651,285.166965599,4.760125 0 0 0 6.506695 0 0 0 9.207048
439,,-697.642970595,216.808880998,4.492178 -0.151223 0.047408 -2.11121 3.968467 -0.171965 -0.186534 -2.114203 12.463033
440,,-697.493991153,519.930699048,6.69722 0 0 0 8.811005 0 0 0 8.811005
441,,-697.486405195,343.133346555,6.639571 0 0 -3.319786 5.750038 0 0 0 8.987775
442,,-697.624130612,271.608424491,4.635483 0.217265 0 -0.162107 4.63774 0 0 0 12.613364
443,,-697.623901881,333.042404716,5.933317 0 -0.506054 0 6.534126 0 -2.226532 0 8.780323
444,,-697.640520663,276.39052127,6.604471 0 0 0 6.379278 0.478136 0 -0.550905 6.518856
445,,-697.628523574,267.517268549,6.877009 0 0 -3.438504 5.955664 0 0 0 6.531637
446,,-697.611271331,269.081153051,6.161346 0 0 3.080673 7.29885 0.806892 3.080673 3.627935 6.384542
447,,-697.574458226,209.708223682,4.354713 0 0 -2.177357 3.771292 0 0 0 12.769261
448,,-697.62479895,273.885128806,3.316406 0 0 0 6.431869 0 0 -3.215935 12.839957
449,,-697.624433728,274.273703957,3.315772 0 0 0 6.436132 0 0 -3.218066 12.852114
450,,-697.575039408,234.568464349,3.214317 0.235601 -0.468166 0.887379 9.146386 -0.153997 -0.892274 4.23139 8.154081
451,,-697.639323588,346.704414126,6.476499 0.305285 -0.296824 -0.348846 7.261522 0.304185 -2.887784 -0.370569 7.478513
452,,-697.549474668,250.694213401,7.031241 0 0 0 5.971125 0 0 0 5.971125
453,,-697.455174732,208.575202664,6.702128 0.303305 0.221643 3.197133 5.898208 0.221643 3.197133 2.002883 5.552157
454,,-697.441646978,174.975939905,5.041642 0 0 -2.520821 4.36619 0 0 0 7.948839
455,,-697.550291618,255.168079107,3.53718 0 0 0 6.006797 0 0 0 12.009536
456,,-697.641727527,418.94913892,3.271196 0 0 0 9.794116 0 0 0 13.076439
457,,-697.626477959,408.061663176,3.30691 0 0 -1.653455 6.327706 0 0 0 19.501011
458,,-697.581622793,255.407622298,6.68645 0 0 -3.343225 5.790636 0 0 0 6.596476
459,,-697.498103222,269.406597593,6.112165 0 0 -3.056082 5.29329 0 0 0 8.326979
460,,-697.578319102,253.991450603,6.685056 0 0 -3.342528 5.789429 0 0 0 6.562636
461,,-697.551943824,255.831108244,5.370356 0.595251 0.118302 -0.499295 4.16411 -0.208749 -2.735896 -1.847185 11.302098
462,,-697.545434514,368.700038231,6.328922 0 0 3.164461 7.631166 -0.297103 3.164461 0.661337 7.608259
463,,-697.574809499,262.802937151,6.979471 0.063176 0 3.374451 5.812274 0 3.489736 0.031588 6.512533
464,,-697.52456975,197.357243272,5.568355 -0.735316 0 -1.560149 5.395665 0 0 0 6.829496
465,,-697.459985722,362.675871879,5.502219 0 0 -2.751109 4.765061 0 0 0 13.832871
466,,-697.548779344,275.443380343,5.563598 0 0 -2.781799 4.818217 0 0 0 10.275199
467,,-697.605905048,456.033493558,8.261733 0.471635 0.374041 2.887492 7.755067 0.374041 2.887492 2.1306 7.466024
468,,-697.537022032,362.471621972,6.41786 -0.782646 0 -2.408402 6.000088 0 0 0 9.897431
469,,-697.552383029,189.503998853,4.14321 -3e-06 0 -2.0716 5.898092 -0.163557 -2e-06 -2.674843 7.828964
470,,-697.582338012,620.731105155,9.598697 0.345308 4e-06 -0.313466 9.599789 4e-06 -4.642618 -4.972552 6.728518
471,,-697.401907896,170.720774937,4.992215 0 0 -2.496107 4.323385 0 0 0 7.909867
472,,-697.51229494,197.848208526,6.330051 1.287947 1.16455 1.98618 6.146824 1.16455 1.98618 1.775659 5.998888
473,,-697.544476825,189.337585905,5.571221 -1.003407 0 -1.825652 5.358388 0 0 0 6.757015
474,,-697.605261439,203.680232227,5.170116 -0.078579 0.335581 1.162181 5.038414 0.335581 1.060698 0.830802 7.904171
475,,-697.607140764,265.427962807,6.452364 0 -3e-06 0 6.486575 0 -3.226179 -3.243287 6.341799
476,,-697.475450878,352.306260687,3.337276 -0.110938 0 0.767753 9.223185 0 0.383877 4.611592 11.414246
477,,-697.510472213,270.191569963,7.090434 0 0 0 7.053824 0 -3.545217 -3.526912 5.402246
478,,-697.636851393,209.44143281,5.672886 0.497926 -0.381241 1.196638 7.196204 0.263528 2.145394 0.87135 5.095387
