frame,energy_per_atom,REF_energy_per_atom,volume,lattice
1123,,-697.635422149,277.622532712,6.602404 0 0 0 6.505241 1.155257 0 -1.6337 6.173693
1124,,-697.550249801,379.385358791,6.007265 0 0 0 6.000243 0 0 0 10.525311
1125,,-697.634808821,274.311747696,3.277326 0 0 0 8.504817 -2.537583 0 -5.455735 11.469294
1126,,-697.574294559,271.902559158,3.386504 -0.052303 -0.092879 0.096764 9.865074 -0.564704 0.194492 4.406123 7.881085
1127,,-697.511822182,286.226473758,5.165867 -3e-06 -3e-06 2.582937 7.443603 -1e-06 2.582937 -1e-06 7.443603
1128,,-697.587949076,201.769154146,3.316954 0 0 0 6.474496 0 0 0 9.395272
1129,,-697.667390261,215.466943607,4.672328 0 0 -2.336164 4.046355 0 0 0 11.396811
1130,,-697.600238894,335.542463269,3.253233 0 0.706429 0 12.646848 4e-06 -0.748122 -6.323427 7.993035
1131,,-697.592681761,271.282419177,5.204403 0 0 2.602202 7.432847 1.367287 2.602202 1.790886 7.342303
1132,,-697.549470468,290.869614219,6.090182 0 0 -3.045091 5.274252 0 0 0 9.055391
1133,,-697.413261925,335.471160321,5.195385 0 0 -2.597692 4.499335 0 0 0 14.35123
1134,,-697.566249123,450.169154621,8.275744 0.441619 0.345339 3.047626 7.706811 0.345339 3.047626 2.193108 7.396247
1135,,-697.642735097,274.672595507,3.26699 0 0 0 8.717972 -2.934305 0 -5.838266 11.608936
1136,,-697.495032429,360.044088255,3.964261 0 0 0 5.803026 0 0 0 15.650886
1137,,-697.613418739,200.599427305,6.020202 0.473308 -0.150297 2.711305 5.246242 -0.799037 0.194221 1.281045 6.431633
1138,,-697.62999074,274.867456918,6.498751 -0.206063 -0.189315 0.395188 6.489996 -0.189315 0.395188 0.36022 6.482756
1139,,-697.680375805,220.544918355,4.605205 0 0 -2.302602 3.988224 0 0 0 12.007941
1140,,-697.589622062,611.465731444,9.539324 0.271294 0 -0.402856 9.534674 0 -4.568234 -4.902984 6.714708
1141,,-697.671503847,215.01654779,4.604592 0.924316 -0.123764 -1.125762 4.559527 -0.123764 -1.546589 -2.43796 9.867857
1142,,-697.621502151,280.431562632,6.58357 0 0 0 6.564906 0.782387 0 -2.133543 6.23412
1143,,-697.602470242,269.188779107,3.303469 0 0 0 8.159875 -2.229595 0 -5.184413 11.402851
1144,,-697.628460046,332.536608763,8.021861 -0.41981 -0.597825 -4.321013 6.771657 0.597824 -4.321012 -1.736456 6.572477
1145,,-697.643595928,279.185268501,3.266349 0.047839 0.203049 -0.125466 9.232803 -0.067584 -0.513061 -4.561169 9.2533
1146,,-697.558648298,376.619006974,4.001457 0 0 0 5.604346 0 0 0 16.794193
1147,,-697.641318561,208.057817018,3.266919 0 0 0 6.455908 0.830028 0 -1.445874 9.678907
1148,,-697.622548671,341.905875034,7.126638 -1.929167 -0.04732 -2.015265 7.102772 -0.04732 0.062985 0.063752 7.315286
1149,,-697.507280475,262.266992009,6.789428 0 0 3.394714 6.571883 0.444495 3.394714 2.596599 6.053502
1150,,-697.532112583,369.402090588,5.418635 0 0 -2.709318 4.692676 0 0 0 14.527433
1151,,-697.5243908,360.353575274,6.109446 0 0 3.054723 7.688005 -0.353589 3.054723 1.054089 7.623604
1152,,-697.596102684,351.668014733,4.718639 -0.14399 -0.235377 -0.983246 8.541564 1.629574 -0.983246 -2.438676 8.346657
1153,,-697.603443938,206.86941562,5.234168 0 -0.042581 0 6.533408 0 -2.552499 0 6.070117
1154,,-697.548605792,212.092458963,4.576433 0 0 0 7.315327 0 0 -3.657664 6.335259
1155,,-697.628213114,204.55669935,3.246033 -0.143834 -0.098604 0.348781 8.029867 -0.505802 0.348781 2.423581 7.672083
1156,,-697.589756767,612.0270498,9.536096 0.314098 0 -0.359931 9.534476 0 -4.588082 -4.924287 6.723006
1157,,-697.565837015,451.029037906,8.279563 0.43955 0.343721 3.046877 7.71109 0.343721 3.046877 2.192569 7.40079
1158,,-697.678180365,218.191075587,4.55777 0.224954 1e-06 -0.322692 6.506302 -1e-06 -2.11754 -3.365627 7.339873
1159,,-697.671466785,214.971467891,4.604125 0.924361 -0.124917 -1.125523 4.559124 -0.124917 -1.549533 -2.442601 9.868895
1160,,-697.47360873,199.537991888,3.345141 0 0 0 8.299277 0 0 -4.149639 7.187385
1161,,-697.461796047,450.203317426,6.063052 0 0 -3.031526 5.250757 0 0 0 14.1415
1162,,-697.625871376,204.892266703,3.327651 0 0.183834 0 6.571957 0 1.168506 0 9.43355
1163,,-697.625692389,204.576184069,3.328732 0 0.185922 0 6.571353 0 1.170953 0 9.417767
1164,,-697.642857327,203.179621187,4.755592 -0.275043 0.031403 -1.423903 6.652738 0.313767 -1.81521 0.059392 6.488336
1165,,-697.640215283,210.11307956,6.548822 0 1e-06 0 4.607721 -0.882329 -3.274412 -1.014793 7.157439
1166,,-697.616620763,203.927232634,3.328893 -0.400035 0 0.77668 6.479639 0 0 0 9.319949
1167,,-697.583431449,317.074052509,4.415769 0 0 -2.207884 3.824168 0 0 0 18.776619
1168,,-697.633803063,273.544553089,6.219968 -1.501426 -1.095745 1.379953 6.248041 -1.095745 1.379953 0.861865 6.284573
1169,,-697.626590243,343.547943048,4.641366 -0.127283 -0.208066 -0.944248 8.491855 1.673607 -0.944248 -2.376838 8.322452
1170,,-697.588393616,274.571777408,5.265894 0 0 2.632947 7.432882 1.362965 2.632947 1.786573 7.342585
1171,,-697.640964435,295.076811784,4.446928 3e-06 0 2.223462 3.873965 -0.16222 2.223465 -0.588089 17.153131
1172,,-697.552758326,320.843460602,5.827699 0 0 0 6.783342 0 -2.91385 0 8.116193
1173,,-697.463458317,219.542962098,6.147356 0.16361 0.138325 1.832617 6.245219 0.804523 1.832617 1.832014 6.024429
1174,,-697.444019178,424.575248334,8.116476 0.675403 1.003719 -3.072899 7.542589 -1.00372 -3.072898 -3.770766 6.609041
1175,,-697.552862737,318.301188796,7.254638 0 0 -3.627319 6.282701 0 0 0 6.983548
1176,,-697.643662651,416.493607549,3.267803 0.091449 0.103872 -0.281922 11.651822 -1.630566 -0.281922 -3.093715 11.351328
1177,,-697.63292109,205.060819805,3.26714 0.2183 0.258782 -0.425611 6.945816 0.312074 -0.491939 -2.899552 8.818379
1178,,-697.602847721,200.867974358,3.362318 0.012891 0.002955 0.254456 8.168517 0.639318 1.378435 1.722122 7.449982
1179,,-697.509106094,196.46445806,6.346174 0.816224 0.677597 2.226353 5.998624 0.677597 2.226353 1.76987 5.771498
1180,,-697.594570937,405.88091141,7.20158 -1.365469 -1.045776 1.260155 7.220752 -1.045776 1.260155 0.871992 7.243793
1181,,-697.561564422,255.103780948,6.664631 -0.027363 -0.039648 -1.771496 6.42494 -0.039648 -1.771496 -2.31616 5.993065
1182,,-697.545372017,349.732902665,7.232311 0 0 3.616156 7.461326 0.763108 3.616156 3.156219 6.803823
1183,,-697.591745206,271.109920828,6.858262 -0.09223 -0.133637 -1.8848 6.59483 -0.133637 -1.8848 -2.4643 6.118568
1184,,-697.538467201,355.996045368,5.443215 -0.31026 0 -2.67924 5.189748 0 0 0 12.984191
1185,,-697.469820319,293.554550963,3.491746 0 0 0 6.067696 0 0 0 13.855505
1186,,-697.547682912,189.179141612,5.783335 0 0 0 6.145853 0 0 -3.072926 5.322464
1187,,-697.612084562,204.426115766,3.317458 -0.351203 0 -0.591169 4.56699 0 0 0 13.680231
1188,,-697.541694292,410.157665085,4.717452 0 0 0 8.301098 0 0 0 10.473885
1189,,-697.562008863,264.410452588,4.192796 -0.097455 -0.026785 -1.911897 6.581209 0.839978 -1.9177 -0.573801 9.581376
1190,,-697.604015765,314.25932455,4.947069 0 0 -2.473535 4.284288 0 0 0 14.827282
1191,,-697.176677667,306.297426365,6.448378 0 0 3.22419 7.064685 -0.070973 3.22419 2.238363 6.701085
1192,,-697.531873203,556.714309809,8.339955 0.479035 0.446583 1.10573 8.280199 0.446583 1.10573 1.025372 8.228593
1193,,-697.543192385,419.823747477,7.448699 -0.924698 -0.708201 1.759737 7.296677 -0.708201 1.759737 1.217689 7.229127
1194,,-697.609968404,472.998132806,8.387101 0.540638 0.429957 2.954245 7.868176 0.429957 2.954245 2.190365 7.569369
1195,,-697.622605324,234.687620451,3.284062 0 0 0 5.951492 -0.156908 0 -2.65256 12.077444
1196,,-697.471195593,242.645532269,4.626224 -0.348764 0 -2.810298 5.814302 0 0 0 9.361999
1197,,-697.521253222,224.711986243,6.431711 0 0 0 5.437264 0 0 0 6.425683
1198,,-697.638912858,278.699396822,4.549255 0 0 0 6.528161 0 0 0 9.384365
1199,,-697.636498716,273.13097798,6.460017 0.400811 0.482383 -0.604067 6.444189 0.482383 -0.604067 -0.706092 6.423527
1200,,-697.623242699,332.983673545,5.701557 -0.088093 0.365129 2.160841 5.276957 0.365129 1.168927 0.771444 11.106396
1201,,-697.541487487,293.047775995,4.168653 0 0.172301 0 7.055512 0 -0.408831 0 9.946653
1202,,-697.188551182,229.526289516,3.586071 0 0.078383 0 6.88643 0 -0.228039 0 9.289374
1203,,-697.51202036,388.259182226,7.846179 0.938164 1.394209 -2.716228 7.420565 -1.39421 -2.716228 -4.086536 6.348923
1204,,-697.591398452,610.500408197,6.554009 0 0 0 10.371084 0 0 -5.185542 8.981622
1205,,-697.604622905,258.820461999,6.80938 0 0 -3.40469 5.897096 0 0 0 6.445444
1206,,-697.578262655,186.349307908,3.268039 -0.21045 -0.20507 -0.039795 7.621981 -1.221328 -0.039795 -1.023548 7.651051
1207,,-697.636214643,419.473539528,3.31461 0.092406 0.10496 -0.293282 11.653233 -1.779536 -0.293282 -3.241663 11.333852
1208,,-697.376862948,274.115982244,6.528589 0 0 -3.264294 5.653924 0 0 0 7.426173
1209,,-697.545931341,389.285605181,6.069397 0 0 3.034699 7.99952 -0.880605 3.034699 1.983948 7.79947
1210,,-697.532830108,241.604263224,6.483371 0.522756 0.441967 2.277994 6.636066 1.308895 2.277994 2.394366 6.325946
1211,,-697.665795902,281.605770403,6.526372 0 0 0 6.526372 0 -3.263186 -3.263186 6.611468
1212,,-697.616285083,277.965596343,5.579546 0.430521 0.082526 1.138003 5.4792 0.082526 3.168733 2.787673 9.318269
1213,,-697.633168996,290.535045962,4.465004 3e-06 0 2.2325 3.84739 -0.15461 2.232502 -0.553929 16.93487
1214,,-697.544403602,314.001697901,6.951163 0 0 -3.475581 6.019884 0 0 0 7.503889
1215,,-697.632433466,273.924743201,4.306127 0.671469 0.628384 1.152672 7.028035 0.323594 0.403714 3.171976 9.418307
1216,,-697.561622293,243.467419436,4.484359 -0.230633 -0.819995 2.010475 6.744926 -0.063096 0.387928 1.7576 7.935971
1217,,-697.511016407,190.879554364,6.081167 0 0 0 6.020339 0 0 -3.010169 5.213766
1218,,-697.572946747,281.954629175,4.224047 0 0.163774 0 7.438466 0 -0.353149 0 8.959916
1219,,-697.64670382,302.815478493,4.374216 0 -0.201698 2.187108 3.841654 -0.100849 0.831839 0 17.981843
1220,,-697.594777033,190.904902167,3.278888 -0.224615 -0.218872 -0.070877 7.710344 -1.277649 -0.070877 -1.077561 7.740843
1221,,-697.587393542,266.284338054,7.650343 -0.94283 -0.089555 -2.469511 7.301931 -0.089555 -2.398609 -2.944121 5.057045
1222,,-697.544307363,213.467846006,4.884305 0 0 0 7.103944 0 0 -3.551972 6.152196
1223,,-697.442160971,301.828489851,4.58916 0 0.610126 0 6.293716 0 -3.485015 -3.146858 9.986756
1224,,-697.558103303,218.291953761,3.973955 0.158593 -0.155461 1.729527 6.25822 -0.227186 0.372452 -0.86587 8.883377
1225,,-697.63984595,276.784122635,6.541668 -0.034971 0 0.043682 6.439877 0 3.270834 -0.017485 6.569909
1226,,-697.498701966,194.191061382,4.285799 0 0 0 7.233249 0 0 -3.616624 6.264177
1227,,-697.606795588,273.422103579,6.706417 -0.873082 -0.444579 2.47818 6.211212 -0.337697 2.820139 -0.380069 6.053251
1228,,-697.629617648,302.869313534,3.346459 0.251989 0.048245 -0.73186 9.581014 -1.194004 -1.366213 -5.391306 10.022
1229,,-697.676544367,288.046589038,8.118428 -0.33899 -0.253325 -1.972732 7.882393 -0.253325 -2.967131 -3.641941 4.793391
1230,,-697.576455757,306.432051218,7.369688 0 0 -3.684844 6.382337 0 0 0 6.514864
1231,,-697.65307124,277.597797528,6.513027 0 0 0 6.513027 0 -3.256514 -3.256514 6.544105
1232,,-697.62139166,233.959881089,6.413542 -0.126401 -0.097731 2.038384 6.082309 -0.097731 2.038384 1.43641 5.911071
1233,,-697.596393114,608.017060852,6.529185 0 0 0 10.369626 0 0 -5.184813 8.980359
1234,,-697.627056856,269.50892856,6.897943 0 0 -3.448971 5.973794 0 0 0 6.540385
1235,,-697.641548925,278.041231114,6.518195 0 0 0 7.237407 -0.942407 0 -3.580232 6.360041
1236,,-697.550402668,381.731236656,6.036074 0 0 3.018037 7.938761 -0.89258 3.018037 1.951404 7.746783
1237,,-697.63876868,429.461077927,4.764584 0 0 0 9.130523 0 0 0 9.871955
1238,,-697.623239206,265.634569426,7.136371 -0.712698 0.147427 -3.624935 6.188341 -0.147427 -1.633676 -2.816085 6.392044
1239,,-697.504803898,309.22598082,3.358762 0 0 0 6.280918 0 0 0 14.657963
1240,,-697.531874866,200.018641438,6.438102 0.9137 0.758517 2.342049 6.066202 0.758517 2.342049 1.861844 5.823031
1241,,-697.519197531,395.528932146,4.715229 0 0 0 8.308711 0 0 0 10.095825
1242,,-697.589311567,293.884488973,3.27765 0 0 0 6.480177 0 0 0 13.836531
1243,,-697.59924455,258.861246666,6.78832 0 0 -3.39416 5.878858 0 0 0 6.48652
1244,,-697.542906246,413.661878341,4.679955 0 0 0 8.159478 0 0 0 10.832818
1245,,-697.625788809,270.235221742,6.910618 0 0 -3.455309 5.98477 0 0 0 6.533977
1246,,-697.578673401,198.61336908,5.10468 -0.043599 -0.666567 1.923088 6.491573 -0.400937 -0.613121 3.365783 5.981202
1247,,-697.553244619,470.61573777,8.325607 0.041466 0.031274 3.193472 7.6889 0.031274 3.193472 2.143115 7.384255
1248,,-697.669863971,284.996882525,6.52974 0 0 0 6.52974 0 -3.26487 -3.26487 6.684183
1249,,-697.647927251,283.024753766,8.027751 -0.477239 -0.217843 -2.089802 7.765646 -0.217843 -2.840869 -3.486964 4.822225
1250,,-697.485783193,244.887885776,4.660599 -0.353356 0 -2.837004 5.835847 0 0 0 9.348268
1251,,-697.479806441,253.068667209,3.405439 -0.140763 0 -1.242587 7.995264 0 0 0 9.354733
1252,,-697.624612081,200.232678957,3.41706 0.224745 0.022775 -0.44482 6.484081 0.677834 -1.71206 -1.022402 8.890101
1253,,-697.62401493,200.750878704,3.406793 0.230057 0.029761 -0.429537 6.484295 0.687072 -1.693311 -1.010128 8.937322
1254,,-697.640961009,206.949657287,7.269925 -0.085526 -0.071249 1.481141 5.429931 0.301045 1.481141 1.276964 5.286222
1255,,-697.635196151,279.088546741,6.581841 0 0 3.290921 6.523549 -0.174398 3.290921 0.779888 6.479111
1256,,-697.609034678,311.672274209,4.852264 0 0 -2.426132 4.202184 0 0 0 15.285466
1257,,-697.567346584,277.617535158,5.983345 0.761577 0.48904 1.517815 5.837521 0.48904 3.070332 2.701106 8.620696
1258,,-697.63200933,408.690525991,4.774581 0 0 0 8.822322 0 0 0 9.702338
1259,,-697.625447071,274.355823162,6.402075 0 0 0 6.402075 0 -3.201037 -3.201037 6.693799
1260,,-697.573506795,383.604471385,4.715466 0 0 0 8.448079 0 0 0 9.629441
1261,,-697.659181533,302.527625561,4.742844 0 0.033314 0 6.852833 0 -0.0393 0 9.307717
1262,,-697.547562191,231.861763388,3.291919 0 0 0 9.0183 0 0 -4.50915 7.810077
1263,,-697.429434956,349.406903648,4.515121 -0.023351 -0.01465 0.062964 8.801949 -1.151372 0.062964 2.793149 8.426048
1264,,-697.428642925,246.774497964,6.295677 0.089406 0.101799 -0.630957 6.264618 0.101799 -0.630957 -0.707734 6.225344
1265,,-697.547848753,564.855100546,9.653679 0 0 4.826839 8.360331 0 4.826839 2.786777 6.998754
1266,,-697.671051767,291.210340037,4.649449 0 0.019596 0 6.776219 0 -0.057333 0 9.242863
1267,,-697.637134486,271.867216208,6.475929 0.121545 0.12561 -0.084701 6.476516 0.12561 -0.084701 -0.087443 6.477144
1268,,-697.593429652,272.249226078,7.372851 0 0 3.686426 6.385077 0 3.686426 2.128359 5.783158
1269,,-697.500918624,210.597247728,3.28613 0 0 0 8.602381 0 0 -4.30119 7.44988
1270,,-697.589079298,198.791947976,6.405612 -0.10708 -0.174148 -2.093673 6.054739 -0.174148 -2.093673 -2.8879 5.324493
1271,,-697.549840032,253.190974233,3.497649 0 0 0 6.003674 0 0 0 12.057434
1272,,-697.544236604,190.976031097,6.802807 0 0 0 5.582733 -0.977606 0 -1.859071 5.354109
1273,,-697.587723594,538.695096398,7.958523 -0.78341 1e-06 -0.860313 7.950578 1e-06 -3.549106 -3.583585 8.605231
1274,,-697.521964482,257.650621468,6.062868 0 0 -3.031434 5.250598 0 0 0 8.093648
1275,,-697.449618892,332.771371172,5.94735 0.008116 -0.2895 0.980137 7.558711 0.008374 1.528969 1.00271 7.336747
1276,,-697.545296436,192.443748795,6.098366 0 0 3.049183 5.28134 0 3.049183 1.760447 5.975114
1277,,-697.606952109,332.480709654,4.891664 0.012156 0.715368 -2.184295 8.853088 1.304443 -0.808733 -1.372418 7.303227
1278,,-697.52969982,262.874607157,3.465212 0 0 0 6.010562 0 0 0 12.62129
1279,,-697.551441493,253.232323639,3.666447 0 0 0 5.879888 0 0 0 11.746397
1280,,-697.596948686,397.030697727,4.709507 0.052694 0.03306 -0.107376 9.078755 -1.548343 -0.107376 2.556166 8.848004
1281,,-697.254375549,290.913844289,7.317812 0 0 0 7.317812 0 -3.658906 -3.658906 5.432527
1282,,-697.517628399,241.786943205,3.409297 0 0 0 11.79012 0 0 0 6.015196
1283,,-697.543100091,231.731463609,6.286995 0 0 0 6.518927 -0.115699 0 -3.16141 5.710239
1284,,-697.606639964,483.462987717,6.530924 0 0 0 8.971667 -3e-06 -3.265462 -4.485831 8.25117
1285,,-697.610711676,477.274688601,6.539576 -2e-06 0 -3.269786 9.078867 -0.346619 -1e-06 -4.249975 8.200984
1286,,-697.45775014,192.386889584,6.138708 -0.079901 -0.059766 2.343003 5.674545 -0.059766 2.343003 1.545474 5.460361
1287,,-697.515277545,274.104022445,6.440382 0 0 -3.220191 5.577535 0 0 0 7.630649
1288,,-697.643079816,275.942008264,3.271655 0 0 0 9.183858 0 0 0 9.183858
1289,,-697.641311745,416.911484455,7.225912 -1.011981 0 -3.520623 6.390862 0 0 0 9.78275
1290,,-697.611704581,479.547555341,6.555334 0 0 0 9.146834 -3e-06 -3.277667 -4.573415 7.997719
1291,,-697.522899299,182.412217486,6.631415 0 0 0 5.489559 -0.859072 0 -1.727144 5.281121
1292,,-697.361245968,165.906930901,5.536579 0 0 -2.76829 4.794818 0 0 0 6.249581
1293,,-697.507937282,241.883085137,3.409841 0 0 0 11.723246 0 0 0 6.050949
1294,,-697.586662068,199.2336454,4.362104 0 -0.120895 0 4.997217 0 -1.764357 0 9.188736
1295,,-697.597557648,267.874016853,5.252627 0 0.032105 0 6.488326 0 -0.048042 0 7.859685
1296,,-697.56668996,581.059486508,6.011427 0 0 -3.005714 5.206049 0 0 0 18.566702
1297,,-697.640577993,343.780687123,4.62779 -0.047045 0.484866 -2.34747 9.348135 1.134896 -0.787251 -1.968375 7.591798
1298,,-697.391304734,280.354489194,4.650268 0.229936 0 -0.229233 4.650302 0 0 0 12.932757
1299,,-697.544658565,190.889384726,5.638744 -0.729992 0 -2.150089 5.263595 0 0 0 6.790675
1300,,-697.521583902,463.315161701,6.314951 -1e-06 0 3.157477 7.658119 -0.723346 3.157476 0.175824 9.563809
1301,,-697.678964248,299.319877381,6.685554 -0.473382 -0.235338 1.023919 6.623618 -0.235338 0.857887 0.68438 6.633758
1302,,-697.60908481,467.743040606,9.108479 0 0 4.554239 7.888174 0 4.554239 2.629391 6.51006
1303,,-697.638481204,275.051448261,6.139171 0 1.467927 0 6.648422 0 -1.456781 0 6.390519
1304,,-697.543522701,190.169079646,6.815416 0 0 0 5.564021 -0.969591 0 -1.848163 5.336922
1305,,-697.636365473,274.155277653,3.32327 0 0.145924 0 6.568312 0 -0.945155 0 12.518139
1306,,-697.551156151,252.054078557,3.628729 0 0 0 5.889635 0 0 0 11.79372
1307,,-697.507325236,214.24069634,4.126581 0 0 0 7.742665 0 0 -3.871333 6.705345
1308,,-697.556613949,215.616355524,3.339335 0 0 0 8.634666 0 0 -4.317333 7.47784
1309,,-697.674689178,214.190040717,4.7515 0.446834 -0.40552 2.00465 4.239367 -0.263207 0.928394 0.275014 11.044636
1310,,-697.590207633,199.820128557,4.371918 0 -0.146059 0 5.003345 0 -1.836013 0 9.196301
1311,,-697.578835457,257.86320728,5.177032 0 0.030976 0 6.411415 0 -0.046217 0 7.768536
1312,,-697.543467246,231.906714121,6.289125 0 0 0 6.528621 -0.119862 0 -3.170278 5.706295
1313,,-697.414377786,277.717351433,4.887526 0.557299 0 -0.582865 4.806415 0 0 0 11.660806
1314,,-697.549288459,252.586097227,5.836976 0 0 0 7.068796 0 0 -3.534398 6.121757
1315,,-697.643207663,202.466134619,4.743623 -0.209487 -0.558027 0.817682 4.697879 0.304421 -0.096885 2.400266 9.230178
1316,,-697.47383407,269.357437102,6.058543 0 0 -3.029271 5.246852 0 0 0 8.473483
1317,,-697.604334769,275.388584957,6.221862 0 0 0 7.037546 0 0 0 6.289329
1318,,-697.633843602,341.436398906,6.381869 -0.481303 -0.695455 0.441691 7.327576 -0.401967 1.034294 0.39509 7.13283
1319,,-697.681240806,293.557862062,6.635891 -0.528286 -0.300697 0.959353 6.587395 -0.300697 0.777169 0.619987 6.577033
1320,,-697.557890686,215.506654922,3.334004 0 0 0 8.639368 0 0 -4.319684 7.481912
1321,,-697.677974477,288.288953299,6.532482 0 1.449381 0 6.495552 0 -0.989097 0 6.574674
1322,,-697.609644411,195.726615903,5.955158 -0.204552 0 -2.868774 5.222631 0 -1.543192 -2.50904 6.414158
1323,,-697.591294027,275.439388469,7.167039 -0.124719 -0.088585 3.411098 6.304476 -0.088585 3.411098 1.992766 5.981901
1324,,-697.632362197,202.30152845,6.755465 0.06208 -0.223091 1.287509 4.473954 -0.177208 0.983149 1.601234 6.630707
1325,,-697.665455686,215.52562632,4.759317 0.479233 -0.431718 2.044283 4.3066 -0.280971 0.86823 0.276529 10.959927
1326,,-697.545389069,190.037692721,6.774833 0 0 0 5.600657 -1.034441 0 -1.918043 5.362699
1327,,-697.642275137,306.772060959,4.836015 0 0.028622 0 6.872832 0 -0.049186 0 9.229512
1328,,-697.61091827,271.643290337,6.474656 0.104241 0.107727 -0.101956 6.474693 0.107727 -0.101956 -0.105256 6.474733
1329,,-697.47674785,339.336439188,5.454349 0 0 -2.727174 4.723605 0 0 0 13.170856
1330,,-697.517972826,331.927151981,6.407008 0 0 -3.203504 5.548632 0 0 0 9.336876
1331,,-697.511601031,259.682030754,5.781603 0 -0.011439 0 7.291594 0 -2.91915 0 6.16564
1332,,-697.580732389,247.97880718,3.450446 0 0 0 12.458856 0 0 0 5.768477
1333,,-697.591471773,270.966294518,6.602567 -0.035437 0.067585 1.432479 6.445398 0.067585 1.298742 1.036072 6.381524
1334,,-697.543075221,233.077661615,6.285391 0 0 0 6.614372 -0.129656 0 -3.218373 5.669431
1335,,-697.627069471,206.727084876,3.262474 -0.111459 -0.072571 0.263478 6.563519 -0.05273 0.401964 2.338274 9.615204
1336,,-697.569467019,498.099792019,6.46715 -1e-06 0 3.233577 7.864151 -0.81054 3.233575 0.178652 9.775394
1337,,-697.548888026,214.295192562,3.368019 0 0 0 8.571437 0 0 -4.285719 7.423082
1338,,-697.680897088,290.263430895,6.598598 -0.555604 -0.326301 0.924432 6.557105 -0.326301 0.737704 0.588504 6.565853
1339,,-697.676367979,227.385404259,4.914046 0.697976 -0.595659 2.31453 4.406907 -0.479411 0.454541 -0.043232 11.29659
1340,,-697.468479905,379.187856072,6.160572 0 0 0 6.311312 0 -3.080286 0 9.75245
1341,,-697.458428812,474.401907891,6.213319 0 0 0 9.389578 0 0 -4.694789 8.131613
1342,,-697.62647598,200.464219294,4.666905 0.051246 -0.15762 -0.37535 6.642694 0.302107 -2.093653 -2.995388 6.403687
1343,,-697.61543758,289.496825875,5.077923 0 0.029158 0 6.674915 0 -0.051827 0 8.540766
1344,,-697.647576504,272.226369967,6.479376 -0.117678 -0.112492 0.188033 6.477716 -0.112492 0.188033 0.179364 6.47621
1345,,-697.638926741,274.892680401,6.501753 -0.096404 -0.092156 0.210338 6.499065 -0.092156 0.210338 0.200642 6.496621
1346,,-697.605623518,280.79808011,5.228908 0 0.031484 0 6.591124 0 -0.050577 0 8.147182
1347,,-697.554672967,183.625339502,5.598651 0 0 -2.799325 4.848574 0 0 0 6.764492
1348,,-697.636204317,202.767411446,6.797597 0.042327 -0.186725 1.272095 4.546403 -0.234759 1.018238 1.587485 6.47494
1349,,-697.626798587,200.373264168,4.658728 0.059757 -0.154908 -0.364183 6.633261 0.30686 -2.093629 -2.987722 6.417613
1350,,-697.556774722,215.745385726,3.339152 0 0 0 8.637486 0 0 -4.318743 7.480282
1351,,-697.637453605,271.04028155,6.26711 -1.286788 -0.97419 1.139386 6.295577 -0.97419 1.139386 0.770532 6.323734
1352,,-697.541531478,485.917709182,3.30138 0 0 0 11.632565 0 0 0 12.652948
1353,,-697.487882015,339.964219787,6.242974 -0.530026 0 -2.480426 5.753532 0 0 0 9.824289
1354,,-697.485578335,515.256389691,6.621275 0 0 0 9.479285 0 0 -4.739642 8.209301
1355,,-697.542712069,260.222422883,6.045012 0 0 0 7.050314 0 0 -3.525157 6.105751
1356,,-697.64117881,276.389157491,6.543398 0 0 0 6.499184 0 0 0 6.499184
1357,,-697.625056869,266.786859761,6.491512 -0.773778 0.788358 0.730267 6.496551 0.788358 1.329445 1.053495 6.532708
1358,,-697.593334629,259.126897761,3.462297 -1e-06 0 1.731149 8.6061 -0.903796 1.731149 0.624427 8.630869
1359,,-697.501230385,374.595285968,6.527903 0 0 -3.263951 5.653329 0 0 0 10.150428
1360,,-697.570480237,262.643865812,3.316499 0 0 0 8.899051 0 0 0 8.899051
1361,,-697.545553378,259.87991978,5.992486 0 0 0 7.076484 0 0 -3.538242 6.128415
1362,,-697.533053333,321.870129123,5.498535 0 0.138278 0 6.852482 -3e-06 -0.238468 -3.426238 8.53652
1363,,-697.568096822,259.409136004,4.262303 0.322567 0.354298 -0.461292 7.749921 0.596524 -0.461292 -0.131122 7.771739
1364,,-697.517043451,272.246176665,4.586526 -0.287021 0 -2.05958 6.97915 0 -1.263473 -3.346064 8.665042
1365,,-697.492493876,180.349269126,5.059614 0 0 0 6.100419 -0.723313 0 -1.32038 5.999574
1366,,-697.536534904,406.081388903,6.572239 0 0 -3.28612 5.691726 0 0 0 10.855648
1367,,-697.603252615,330.618571723,4.443755 0 -0.092108 0 6.782608 0 -1.991167 0 11.01061
1368,,-697.526669967,393.834405921,7.634485 0.411586 0.346831 1.961375 7.389707 0.346831 1.961375 1.594569 7.223947
1369,,-697.546386965,231.325455929,4.573311 -0.338587 0.345637 -1.110662 4.449297 0.345637 1.116351 1.325285 11.805375
1370,,-697.59469076,259.006563157,3.468077 -1e-06 0 1.73404 8.595601 -0.921464 1.73404 0.605187 8.623642
1371,,-697.230320804,272.678604453,3.815766 0 -0.044362 0 6.250629 0 -1.476631 0 11.449783
1372,,-697.514188997,369.344418335,6.756983 3e-06 2e-06 3.378488 6.955726 1e-06 3.378489 2e-06 7.858441
1373,,-697.530000581,266.121047651,4.551362 0 0 0 8.216817 0 0 -4.108408 7.115972
